age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
32,10,3,6,2,1,2,0,9,4,366,2,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
33,7,2,5,2,2,2,0,9,4,367,2,999,1,1,-1.8,92.893,-46.2,1.266,5099.1,0
40,8,2,3,1,2,2,0,9,4,17,2,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
30,10,2,5,2,2,2,0,9,4,464,2,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
26,8,2,3,2,2,1,0,9,4,158,5,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
22,8,2,3,2,1,2,1,9,4,29,2,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
46,9,3,4,2,2,1,0,9,4,221,2,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
49,4,3,6,1,2,1,0,9,4,197,3,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
52,10,3,6,1,1,1,0,9,4,183,3,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
41,10,1,5,1,2,1,0,9,4,380,3,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
31,4,3,6,2,2,2,0,9,4,113,3,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
26,8,2,3,2,2,2,0,9,4,228,1,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
35,9,3,1,1,1,1,1,9,4,57,1,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
31,9,3,4,2,1,2,0,9,4,535,1,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
52,9,0,2,2,0,0,0,9,4,610,3,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
44,4,3,6,2,2,1,0,9,4,91,1,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
36,9,3,4,2,2,2,0,9,4,265,1,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
34,9,3,1,2,1,2,0,9,4,43,3,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
38,9,3,2,2,1,2,0,9,4,299,1,999,1,1,-1.8,92.893,-46.2,1.266,5099.1,0
42,8,3,3,2,2,2,0,9,4,196,2,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
51,8,3,3,2,0,0,0,9,4,1462,2,999,1,1,-1.8,92.893,-46.2,1.266,5099.1,0
27,10,3,3,2,2,1,0,9,4,162,2,999,1,1,-1.8,92.893,-46.2,1.266,5099.1,0
31,9,2,4,2,1,2,0,9,4,304,2,999,1,1,-1.8,92.893,-46.2,1.266,5099.1,0
24,9,2,6,2,2,2,0,9,4,487,2,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
42,8,3,3,2,2,2,0,9,4,251,3,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
32,7,2,6,2,2,2,0,9,4,261,3,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
31,6,2,6,2,2,2,0,9,4,8,4,999,1,1,-1.8,92.893,-46.2,1.266,5099.1,0
45,3,3,6,2,2,2,0,9,4,171,4,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
39,10,3,5,2,2,2,0,9,4,112,4,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
32,3,3,4,2,2,2,0,9,4,374,2,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
31,9,2,3,2,2,2,0,9,4,60,5,999,1,1,-1.8,92.893,-46.2,1.266,5099.1,0
37,8,3,5,1,1,1,0,9,4,102,6,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
28,9,2,4,2,2,2,0,9,4,176,2,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
29,10,1,6,2,2,2,0,9,4,241,2,999,1,1,-1.8,92.893,-46.2,1.266,5099.1,0
29,10,2,5,2,2,2,0,9,4,566,2,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,1
31,9,3,3,2,2,2,0,9,4,303,3,999,1,1,-1.8,92.893,-46.2,1.266,5099.1,0
26,9,3,3,2,2,2,0,9,4,649,2,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
25,0,2,5,2,2,2,0,9,4,959,3,999,1,1,-1.8,92.893,-46.2,1.266,5099.1,1
31,9,3,4,2,1,2,0,9,4,134,2,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
34,7,3,5,2,1,2,0,9,4,353,6,999,1,1,-1.8,92.893,-46.2,1.266,5099.1,0
30,10,3,6,2,1,2,1,9,4,72,2,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
33,9,3,1,2,2,2,0,9,4,337,4,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
34,9,2,2,1,2,2,0,9,4,93,2,999,1,1,-1.8,92.893,-46.2,1.266,5099.1,0
27,9,3,4,2,2,2,0,9,4,291,2,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
31,10,2,6,2,1,1,0,9,4,546,3,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
32,9,3,4,2,2,1,0,9,4,252,2,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
54,9,3,4,2,1,2,0,9,4,532,2,6,2,0,-1.8,92.893,-46.2,1.266,5099.1,1
31,9,3,2,2,1,1,0,9,4,204,2,999,1,1,-1.8,92.893,-46.2,1.266,5099.1,0
52,8,3,1,1,1,2,0,9,4,152,3,999,1,1,-1.8,92.893,-46.2,1.266,5099.1,0
31,9,3,4,2,1,2,1,9,4,267,4,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
35,10,1,5,2,2,2,0,9,4,406,2,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
31,10,2,5,2,2,2,0,9,4,1094,2,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,1
26,10,2,6,2,2,2,0,9,4,320,2,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
28,9,2,4,1,1,2,0,9,4,884,3,999,1,1,-1.8,92.893,-46.2,1.266,5099.1,1
29,8,2,5,1,2,2,0,9,4,410,5,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
28,7,2,3,2,1,2,1,9,4,210,2,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
23,8,2,5,2,1,2,0,9,4,198,2,999,1,1,-1.8,92.893,-46.2,1.266,5099.1,0
30,10,2,6,2,2,2,0,9,4,241,2,999,1,1,-1.8,92.893,-46.2,1.266,5099.1,0
47,9,1,4,2,1,2,0,9,4,16,2,6,2,1,-1.8,92.893,-46.2,1.266,5099.1,0
29,10,2,4,1,1,2,0,9,4,460,2,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,1
37,9,1,4,2,2,2,1,9,4,604,4,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,1
39,6,3,2,1,2,2,1,9,4,427,2,999,1,1,-1.8,92.893,-46.2,1.266,5099.1,0
45,4,1,6,2,2,1,1,9,4,72,2,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
33,10,3,5,2,1,2,0,9,4,350,2,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
29,9,3,1,2,1,1,0,9,4,93,3,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
30,10,2,6,2,2,1,0,9,4,176,2,999,1,1,-1.8,92.893,-46.2,1.266,5099.1,0
24,10,3,5,2,2,2,0,9,4,118,4,999,1,1,-1.8,92.893,-46.2,1.266,5099.1,0
39,10,2,5,2,1,2,0,9,4,387,2,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
48,7,2,2,1,2,1,0,9,4,106,2,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
37,8,2,6,2,1,2,0,9,4,336,2,999,1,1,-1.8,92.893,-46.2,1.266,5099.1,0
32,9,2,5,2,2,2,0,9,4,205,3,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
43,9,3,2,2,2,2,0,9,4,135,3,999,1,1,-1.8,92.893,-46.2,1.266,5099.1,0
29,9,2,2,1,2,2,1,9,4,42,3,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
42,9,3,6,1,1,1,0,9,4,428,3,999,1,1,-1.8,92.893,-46.2,1.266,5099.1,0
23,8,2,5,2,2,2,0,9,4,240,3,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
60,5,3,5,2,1,2,0,9,4,512,3,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
36,4,2,4,1,2,1,0,9,4,75,3,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
26,9,2,4,1,2,2,0,9,4,88,4,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
30,7,2,5,2,2,2,0,9,4,41,2,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
31,9,3,1,1,2,2,1,9,4,27,3,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
30,8,3,4,2,2,2,0,9,4,181,4,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
38,8,2,3,2,2,2,0,9,4,306,4,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
29,10,1,6,2,1,2,1,9,4,90,3,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
38,9,3,1,2,2,2,0,9,4,15,2,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
38,4,3,6,2,1,2,0,9,4,136,2,999,1,1,-1.8,92.893,-46.2,1.266,5099.1,0
46,9,3,2,2,1,2,0,9,4,154,2,12,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
43,9,3,2,2,2,2,0,9,4,305,3,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
40,6,3,6,1,1,2,0,9,4,190,2,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
29,9,3,4,2,1,2,1,9,4,47,4,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
31,8,3,6,2,2,1,0,9,4,172,2,999,1,1,-1.8,92.893,-46.2,1.266,5099.1,0
39,9,1,4,2,2,2,0,9,4,170,2,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
36,9,3,4,2,1,2,0,9,4,204,5,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
26,8,2,3,2,2,2,0,9,4,294,2,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
27,3,2,6,2,1,2,0,9,4,367,2,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
25,10,2,5,2,2,2,0,9,4,173,6,999,1,1,-1.8,92.893,-46.2,1.266,5099.1,0
29,8,2,5,2,1,2,0,9,4,62,4,999,1,1,-1.8,92.893,-46.2,1.266,5099.1,0
33,9,3,4,1,1,1,1,9,4,113,3,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
27,9,3,5,2,1,2,0,9,4,136,5,999,1,1,-1.8,92.893,-46.2,1.266,5099.1,0
44,8,3,3,2,2,1,0,9,4,292,3,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
32,9,3,2,2,1,1,0,9,4,80,4,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
33,8,3,5,2,2,2,0,9,4,90,5,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
34,9,3,5,2,1,2,0,9,4,144,3,999,1,1,-1.8,92.893,-46.2,1.266,5099.1,0
24,6,3,6,2,1,2,1,9,4,28,5,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
33,9,3,4,2,1,1,0,9,4,178,2,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
48,7,2,2,1,2,1,0,9,4,306,2,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
28,10,3,5,2,1,1,0,9,4,386,4,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
36,1,3,4,1,2,1,0,9,4,114,2,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
43,9,3,2,2,2,2,0,9,4,493,5,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
33,9,2,5,2,2,1,1,9,4,33,2,999,1,1,-1.8,92.893,-46.2,1.266,5099.1,0
31,7,2,5,1,2,2,0,9,4,452,3,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
27,10,2,4,2,2,1,0,9,4,167,4,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
36,9,3,1,2,2,2,0,9,4,125,5,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
29,7,3,5,2,1,2,0,9,4,185,2,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
28,9,3,4,2,2,2,0,9,4,341,3,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
35,7,3,5,2,2,2,0,9,4,223,2,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
25,4,2,6,2,2,2,0,9,4,415,3,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
20,9,2,5,2,2,2,0,9,4,908,3,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
24,7,3,5,2,1,2,0,9,4,166,3,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
55,10,1,6,1,1,2,0,9,4,168,2,999,1,1,-1.8,92.893,-46.2,1.266,5099.1,0
30,0,2,6,2,1,2,0,9,4,486,5,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
23,10,2,5,2,1,2,0,9,4,67,3,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
33,8,2,4,2,1,2,1,9,4,167,6,999,1,1,-1.8,92.893,-46.2,1.266,5099.1,0
25,9,2,5,1,1,1,0,9,4,338,3,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
24,7,3,5,2,1,2,0,9,4,10,5,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
21,0,2,5,1,2,2,0,9,4,142,3,999,1,1,-1.8,92.893,-46.2,1.266,5099.1,0
32,10,3,6,2,2,2,1,9,4,151,5,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
34,10,2,6,2,2,1,0,9,4,384,2,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
30,7,3,5,2,1,2,0,9,4,192,4,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
32,10,2,5,2,2,2,0,9,4,212,6,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
33,9,2,1,1,1,2,0,9,4,100,2,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
40,9,3,4,2,2,2,0,9,4,308,2,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
29,10,2,5,2,2,2,0,9,4,54,2,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
34,7,2,5,2,1,1,1,9,4,30,6,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
30,9,2,4,2,2,2,0,9,4,340,3,999,1,1,-1.8,92.893,-46.2,1.266,5099.1,0
35,7,2,5,2,1,1,1,9,4,225,2,999,1,1,-1.8,92.893,-46.2,1.266,5099.1,0
58,4,1,3,2,2,2,1,9,4,346,5,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
38,9,3,2,1,1,2,0,9,4,197,4,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
34,8,2,3,2,2,2,0,9,4,290,4,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
35,10,3,6,2,2,1,0,9,4,8,2,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
33,10,2,1,1,2,2,0,9,4,72,2,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
22,0,2,5,2,2,1,1,9,4,382,3,999,1,1,-1.8,92.893,-46.2,1.266,5099.1,0
57,5,3,1,2,1,2,0,9,4,100,3,999,1,1,-1.8,92.893,-46.2,1.266,5099.1,0
59,6,3,2,1,0,0,0,9,4,165,4,999,1,1,-1.8,92.893,-46.2,1.266,5099.1,0
28,0,2,6,2,1,1,0,9,4,647,4,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,1
25,6,3,6,2,1,2,0,9,4,506,2,999,0,2,-1.8,92.893,-46.2,1.266,5099.1,0
26,2,2,6,2,2,1,0,9,0,140,3,999,1,1,-1.8,92.893,-46.2,1.25,5099.1,0
30,9,3,3,2,2,2,0,9,0,168,4,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
30,6,2,4,2,2,2,0,9,0,253,4,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
30,10,2,5,2,2,2,0,9,0,195,3,999,1,1,-1.8,92.893,-46.2,1.25,5099.1,0
32,10,2,6,2,2,2,0,9,0,235,2,999,1,1,-1.8,92.893,-46.2,1.25,5099.1,0
31,10,2,6,2,2,2,0,9,0,165,3,999,1,1,-1.8,92.893,-46.2,1.25,5099.1,0
23,9,2,6,2,1,2,0,9,0,68,2,999,1,1,-1.8,92.893,-46.2,1.25,5099.1,0
32,7,1,5,1,2,2,0,9,0,133,4,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
55,9,3,3,2,1,1,0,9,0,100,2,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
35,9,2,4,2,2,2,0,9,0,676,3,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,1
26,9,2,5,2,1,2,0,9,0,49,3,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
32,8,2,3,2,1,2,0,9,0,153,2,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,1
21,7,2,5,2,1,2,0,9,0,103,6,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
34,9,3,3,2,2,1,0,9,0,19,2,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
34,8,1,3,2,2,1,0,9,0,296,2,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
24,7,2,5,2,1,2,0,9,0,145,4,999,1,1,-1.8,92.893,-46.2,1.25,5099.1,0
34,10,2,6,2,2,2,0,9,0,69,5,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
37,10,2,5,2,2,2,1,9,0,26,6,999,1,1,-1.8,92.893,-46.2,1.25,5099.1,0
23,10,2,6,2,2,2,1,9,0,17,4,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
24,9,3,4,2,0,0,0,9,0,323,5,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
28,7,2,5,2,2,1,0,9,0,9,6,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
32,9,3,2,2,2,2,0,9,0,460,3,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
44,10,3,5,2,2,1,0,9,0,111,4,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
28,10,2,6,2,1,2,0,9,0,165,2,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
36,10,2,5,2,2,1,0,9,0,10,5,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
29,10,2,5,2,1,2,0,9,0,113,4,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
29,8,2,6,2,1,2,1,9,0,12,4,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
42,4,3,5,2,2,2,0,9,0,9,2,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
31,8,2,6,2,2,2,1,9,0,14,6,999,1,1,-1.8,92.893,-46.2,1.25,5099.1,0
24,9,3,4,2,0,0,1,9,0,8,6,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
32,6,2,3,2,1,2,0,9,0,194,3,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
29,9,1,2,2,1,2,0,9,0,667,3,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,1
27,10,3,6,2,2,2,0,9,0,670,4,999,1,1,-1.8,92.893,-46.2,1.25,5099.1,1
29,9,3,4,2,2,2,0,9,0,14,4,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
28,9,3,4,2,2,2,0,9,0,115,5,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
28,9,3,4,2,2,2,0,9,0,14,2,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
31,10,2,5,2,2,2,1,9,0,289,2,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
35,8,3,3,2,2,2,0,9,0,14,5,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
34,3,2,3,2,2,2,1,9,0,10,2,999,1,1,-1.8,92.893,-46.2,1.25,5099.1,0
28,9,2,1,2,2,2,0,9,0,354,2,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
23,10,2,5,2,2,2,0,9,0,236,4,999,1,1,-1.8,92.893,-46.2,1.25,5099.1,0
26,8,2,4,2,1,2,0,9,0,62,1,999,1,1,-1.8,92.893,-46.2,1.25,5099.1,0
29,9,2,6,2,2,2,0,9,0,61,1,999,1,1,-1.8,92.893,-46.2,1.25,5099.1,0
34,10,3,6,2,2,2,0,9,0,103,3,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
41,6,3,6,2,1,2,0,9,0,172,1,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
33,9,3,1,1,2,1,0,9,0,306,4,999,1,1,-1.8,92.893,-46.2,1.25,5099.1,0
40,10,1,5,2,2,2,0,9,0,164,1,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
54,5,1,6,2,2,2,0,9,0,778,5,999,1,1,-1.8,92.893,-46.2,1.25,5099.1,0
45,4,3,4,2,2,2,1,9,0,39,1,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
32,10,2,5,2,1,2,0,9,0,1181,2,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
39,4,2,6,2,1,2,0,9,0,124,1,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
39,9,2,6,2,2,1,0,9,0,162,3,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
51,8,3,4,2,2,2,0,9,0,45,1,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
29,10,3,1,2,2,2,0,9,0,16,6,999,1,1,-1.8,92.893,-46.2,1.25,5099.1,0
32,8,2,3,2,2,2,0,9,0,347,1,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
39,4,2,6,2,2,1,0,9,0,233,1,999,1,1,-1.8,92.893,-46.2,1.25,5099.1,0
28,4,3,4,1,1,2,0,9,0,133,1,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
53,7,3,6,2,1,2,0,9,0,136,1,999,1,1,-1.8,92.893,-46.2,1.25,5099.1,0
34,10,2,5,2,2,2,0,9,0,655,2,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,1
35,9,3,2,1,2,2,0,9,0,196,1,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
39,4,2,6,2,2,2,0,9,0,452,1,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
31,10,2,6,2,1,2,0,9,0,56,1,999,1,1,-1.8,92.893,-46.2,1.25,5099.1,0
31,10,2,6,2,2,2,0,9,0,33,1,999,1,1,-1.8,92.893,-46.2,1.25,5099.1,0
28,10,3,5,2,1,2,0,9,0,35,3,999,1,1,-1.8,92.893,-46.2,1.25,5099.1,0
33,7,3,5,2,2,2,0,9,0,227,1,999,1,1,-1.8,92.893,-46.2,1.25,5099.1,0
30,10,2,6,2,1,2,0,9,0,197,1,999,1,1,-1.8,92.893,-46.2,1.25,5099.1,0
28,4,3,4,1,2,2,0,9,0,78,2,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
30,10,2,6,2,2,1,0,9,0,191,1,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
54,6,3,6,2,2,1,0,9,0,85,1,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
39,8,2,5,2,2,2,0,9,0,642,1,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
54,6,3,6,2,2,2,0,9,0,173,1,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
31,9,2,2,1,2,2,0,9,0,73,1,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
42,7,3,5,2,1,2,0,9,0,551,1,999,1,1,-1.8,92.893,-46.2,1.25,5099.1,1
29,9,2,4,2,2,2,0,9,0,607,1,999,1,1,-1.8,92.893,-46.2,1.25,5099.1,0
35,9,1,4,2,1,2,0,9,0,409,1,999,1,1,-1.8,92.893,-46.2,1.25,5099.1,1
30,6,3,6,2,1,2,0,9,0,67,1,999,1,1,-1.8,92.893,-46.2,1.25,5099.1,0
34,9,3,2,1,1,2,0,9,0,11,6,999,1,1,-1.8,92.893,-46.2,1.25,5099.1,0
22,8,2,6,2,1,2,0,9,0,382,1,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,1
27,8,2,6,2,1,2,0,9,0,7,4,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
36,9,2,4,2,2,2,0,9,0,239,1,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
24,9,2,4,2,2,2,0,9,0,54,4,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
29,9,1,5,2,2,2,0,9,0,144,1,999,1,1,-1.8,92.893,-46.2,1.25,5099.1,0
32,7,2,5,2,1,2,0,9,0,123,3,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
42,10,3,5,2,2,2,0,9,0,270,1,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
45,10,3,6,2,2,2,0,9,0,160,1,999,1,1,-1.8,92.893,-46.2,1.25,5099.1,0
30,10,2,6,2,1,2,0,9,0,208,2,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
43,4,3,3,2,2,2,0,9,0,311,1,999,1,1,-1.8,92.893,-46.2,1.25,5099.1,1
45,10,3,6,2,2,1,0,9,0,300,1,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
45,10,3,6,2,2,2,0,9,0,259,1,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
29,9,1,5,2,1,2,0,9,0,760,1,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,1
39,8,1,5,2,2,2,0,9,0,21,2,999,1,1,-1.8,92.893,-46.2,1.25,5099.1,0
39,8,1,3,2,2,2,0,9,0,128,2,999,1,1,-1.8,92.893,-46.2,1.25,5099.1,0
27,9,2,1,2,1,1,1,9,0,146,4,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
27,10,3,5,2,1,2,0,9,0,71,3,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
30,9,2,4,2,2,2,0,9,0,169,2,999,1,1,-1.8,92.893,-46.2,1.25,5099.1,0
56,6,3,6,1,2,1,0,9,0,302,1,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
44,9,3,5,2,2,2,0,9,0,198,1,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
41,9,3,2,2,2,2,0,9,0,302,1,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
46,7,3,5,1,2,2,0,9,0,6,1,999,1,1,-1.8,92.893,-46.2,1.25,5099.1,0
41,4,1,6,2,1,2,1,9,0,64,1,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
34,7,3,5,2,2,2,0,9,0,49,1,999,1,1,-1.8,92.893,-46.2,1.25,5099.1,0
41,4,1,6,2,1,2,0,9,0,242,1,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
39,9,3,1,1,1,2,0,9,0,124,1,999,1,1,-1.8,92.893,-46.2,1.25,5099.1,0
28,9,2,1,2,2,1,0,9,0,20,6,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
29,9,1,5,2,2,2,0,9,0,1452,1,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
41,4,1,6,2,2,2,0,9,0,317,1,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
55,7,3,5,2,1,2,0,9,0,95,1,999,0,2,-1.8,92.893,-46.2,1.25,5099.1,0
